molid,ABL1,ABL1_E255K,ABL1_H396P,ABL1_M351T,ABL1_Q252H,ABL1_T315I,ABL1_Y253F,AKT1,AKT2,AKT3,ALK,AMPKA1_A1B1G1,AMPKA2_A2B1G1,ARG,ARK5,Aurora.A,Aurora.B,Aurora.C,AXL,BLK,BMX,BRAF,BRAF_V599E,BRK,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDK1_cyclinB,CDK2_cyclinA,CDK2_cyclinE,CDK3_cyclinE,CDK4_cyclinD,CDK5_p35,CDK6_cyclinD3,CHEK1,CHEK2,CK1a,CK1.g1,CK1.g2,CK1.g3,CK2,CLK2,CLK3,CRAF,CSK,DAPK1,DCAMKL2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EGFR_L858R,EGFR_L861Q,EGFR_T790M,EGFR_T790M.L858R,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3_D835Y,FLT4,FMS,FYN,GRK6,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK4,IGF1R,IKKA,IKKB,IKKE,INSR,IRAK4,IRR,ITK,JAK1,JAK2,JAK3,JNK2,KDR,KIT,KIT_D816V,KIT_T6701,KIT_V560G,LCK,LOK,LRRK2,LRRK2_G2019S,LTK,LYNA,LYNB,MAP4K2,MAP4K4,MAPK1,MAPK3,MAPKAPK2,MAPKAPK3,MARK1,MARK3,MARK4,MEK1,MELK,MER,MET,MINK,MKNK1,MNK2,MRCKA,MRCKB,MSK1,MSK2,MSSK1,MST1,MST2,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,P38alpha,P38beta,P38delta,P38gamma,p70s6K1,PAK1,PAK2,PAK3,PAK5,PAK6,PAR.1Balpha,PASK,PDGFRA,PDGFRA_D842V,PDGFRA_T674I,PDGFRA_V561D,PDGFRB,PDK1,PHKG1,PHKG2,PI3K.alpha,PI3K.delta,PI4K.beta,PIM1,PIM2,PIM3,PKA,PKC.alpha,PKC.beta1,PKC.beta2,PKC.eta,PKC.gamma,PKC.iota,PKC.theta,PLK1,PRAK,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK5,PYK2,RET,RET_V804L,RET_Y791F,ROCK1,ROCK2,RON,ROS,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3,SNF1LK2_QIK,SNF1LK_SIK,SPHK1,SPHK2,SRC,SRMS,SRPK1,SYK,TBK1,TEC,TIE2,TNK1,TNK2,TRKA,TRKB,TRKC,TSSK1,TSSK2,TTK,TXK,TYK2,TYRO3,YES,ZAP70
10215776,91,91,91,91,91,321,91,,,,258,258,,91,258,10,5,10,258,91,154,,,154,236,236,91,258,258,258,258,5,11,11,10,5,10,10,258,258,11,258,10,11,11,10,5,,91,258,,158,10,10,10,146,146,146,258,258,154,91,154,154,91,154,252,197,11,11,91,,,91,91,91,11,11,91,5,91,,,10,10,154,10,10,11,5,340,,11,,258,,,5,5,11,91,15,91,10,11,91,236,258,,161,154,154,5,,,,,112,258,258,258,5,11,,,,,,,,,,,304,304,,,,,,,236,112,,,,,,,,258,,258,,,164,,91,,,258,258,,,,258,,,,5,,,,,,,284,,11,17,11,11,,,91,11,91,,91,,258,,11,258,258,258,258,,,,,274,,,142,91,,11,,91,91,258,258,,,239,258,258,258,91,5,,91,
10236195,286,286,286,286,286,343,286,,,,141,141,,286,141,272,230,272,141,286,315,,,315,187,187,286,141,141,141,141,230,325,325,324,230,324,324,141,141,204,141,203,204,204,203,230,,286,141,,316,203,203,203,313,313,313,141,141,315,286,315,315,286,315,250,259,204,204,286,,,286,286,286,273,273,286,230,286,,,322,322,315,203,203,204,230,74,,204,,141,,,230,230,204,286,334,286,272,273,286,187,141,,226,315,315,230,,,,,108,141,141,141,230,204,,,,,,,,,,,277,277,,,,,,,187,108,,,,,,,,141,,141,,,283,,286,,,141,141,,,,141,,,,230,,,,,,,183,,204,255,204,204,,,286,204,286,,286,,141,,204,141,141,141,141,,,,,216,,,303,286,,204,,286,286,141,141,,,310,141,141,141,286,230,,286,
10272700,95,95,95,95,95,180,95,,,,28,28,,95,28,94,56,94,28,95,160,,,160,76,76,95,28,28,28,28,56,113,113,112,56,112,112,28,28,56,28,57,56,56,57,56,,95,28,,166,57,57,57,152,152,152,28,28,160,95,160,160,95,160,286,85,56,56,95,,,95,95,95,95,95,95,56,95,,,102,102,160,57,57,56,56,11,,56,,28,,,56,56,56,95,141,95,94,95,95,76,28,,56,160,160,56,,,,,30,28,28,28,56,56,,,,,,,,,,,145,145,,,,,,,76,30,,,,,,,,28,,28,,,149,,95,,,28,28,,,,28,,,,56,,,,,,,51,,56,81,56,56,,,95,56,95,,95,,28,,56,28,28,28,28,,,,,258,,,146,95,,56,,95,95,28,28,,,215,28,28,28,95,56,,95,
10286242,249,249,249,249,249,326,249,,,,294,294,,249,294,16,8,16,294,249,316,,,316,197,197,249,294,294,294,294,8,17,17,16,8,16,16,294,294,17,294,16,17,17,16,8,,249,294,,296,16,16,16,300,300,300,294,294,316,249,316,316,249,316,346,314,17,17,249,,,249,249,249,17,17,249,8,249,,,16,16,316,16,16,17,8,286,,17,,294,,,8,8,17,249,24,249,16,17,249,197,294,,301,316,316,8,,,,,89,294,294,294,8,17,,,,,,,,,,,279,279,,,,,,,197,89,,,,,,,,294,,294,,,289,,249,,,294,294,,,,294,,,,8,,,,,,,252,,17,23,17,17,,,249,17,249,,249,,294,,17,294,294,294,294,,,,,226,,,283,249,,17,,249,249,294,294,,,320,294,294,294,249,8,,249,
10294883,13,13,13,13,13,188,13,,,,334,334,,13,334,126,78,126,334,13,26,,,26,237,237,13,334,334,334,334,78,155,155,154,78,154,154,334,334,135,334,134,135,135,134,78,,13,334,,26,134,134,134,26,26,26,334,334,26,13,26,26,13,26,174,41,135,135,13,,,13,13,13,127,127,13,78,13,,,142,142,26,134,134,135,78,94,,135,,334,,,78,78,135,13,189,13,126,127,13,237,334,,27,26,26,78,,,,,45,334,334,334,78,135,,,,,,,,,,,306,306,,,,,,,237,45,,,,,,,,334,,334,,,26,,13,,,334,334,,,,334,,,,78,,,,,,,286,,135,7,135,135,,,13,135,13,,13,,334,,135,334,334,334,334,,,,,312,,,26,13,,135,,13,13,334,334,,,240,334,334,334,13,78,,13,
10295475,78,78,78,78,78,176,78,,,,274,274,,78,274,269,324,269,274,78,45,,,45,271,271,78,274,274,274,274,324,112,112,113,324,113,113,274,274,324,274,323,324,324,323,324,,78,274,,140,323,323,323,126,126,126,274,274,45,78,45,45,78,45,80,173,324,324,78,,,78,78,78,270,270,78,324,78,,,137,137,45,323,323,324,324,44,,324,,274,,,324,324,324,78,152,78,269,270,78,271,274,,139,45,45,324,,,,,329,274,274,274,324,324,,,,,,,,,,,118,118,,,,,,,271,329,,,,,,,,274,,274,,,142,,78,,,274,274,,,,274,,,,324,,,,,,,305,,324,298,324,324,,,78,324,78,,78,,274,,324,274,274,274,274,,,,,24,,,122,78,,324,,78,78,274,274,,,59,274,274,274,78,324,,78,
10308522,181,181,181,181,181,313,181,,,,275,275,,181,275,2,1,2,275,181,255,,,255,319,319,181,275,275,275,275,1,3,3,2,1,2,2,275,275,3,275,2,3,3,2,1,,181,275,,249,2,2,2,252,252,252,275,275,255,181,255,255,181,255,319,284,3,3,181,,,181,181,181,3,3,181,1,181,,,2,2,255,2,2,3,1,304,,3,,275,,,1,1,3,181,3,181,2,3,181,319,275,,261,255,255,1,,,,,104,275,275,275,1,3,,,,,,,,,,,296,296,,,,,,,319,104,,,,,,,,275,,275,,,264,,181,,,275,275,,,,275,,,,1,,,,,,,307,,3,5,3,3,,,181,3,181,,181,,275,,3,275,275,275,275,,,,,157,,,237,181,,3,,181,181,275,275,,,231,275,275,275,181,1,,181,
10321190,188,188,188,188,188,231,188,,,,118,118,,188,118,162,105,162,118,188,266,,,266,270,270,188,118,118,118,118,105,199,199,198,105,198,198,118,118,180,118,181,180,180,181,105,,188,118,,256,181,181,181,260,260,260,118,118,266,188,266,266,188,266,287,238,180,180,188,,,188,188,188,163,163,188,105,188,,,182,182,266,181,181,180,105,125,,180,,118,,,105,105,180,188,234,188,162,163,188,270,118,,200,266,266,105,,,,,5,118,118,118,105,180,,,,,,,,,,,335,335,,,,,,,270,5,,,,,,,,118,,118,,,274,,188,,,118,118,,,,118,,,,105,,,,,,,159,,180,103,180,180,,,188,180,188,,188,,118,,180,118,118,118,118,,,,,341,,,254,188,,180,,188,188,118,118,,,341,118,118,118,188,105,,188,
10469531,65,65,65,65,65,21,65,,,,167,167,,65,167,287,262,287,167,65,29,,,29,253,253,65,167,167,167,167,262,184,184,185,262,185,185,167,167,240,167,239,240,240,239,262,,65,167,,118,239,239,239,108,108,108,167,167,29,65,29,29,65,29,308,149,240,240,65,,,65,65,65,286,286,65,262,65,,,283,283,29,239,239,240,262,55,,240,,167,,,262,262,240,65,236,65,287,286,65,253,167,,117,29,29,262,,,,,83,167,167,167,262,240,,,,,,,,,,,188,188,,,,,,,253,83,,,,,,,,167,,167,,,122,,65,,,167,167,,,,167,,,,262,,,,,,,215,,240,205,240,240,,,65,240,65,,65,,167,,240,167,167,167,167,,,,,15,,,110,65,,240,,65,65,167,167,,,104,167,167,167,65,262,,65,
10475737,79,79,79,79,79,229,79,,,,81,81,,79,81,188,129,188,81,79,138,,,138,272,272,79,81,81,81,81,129,231,231,230,129,230,230,81,81,144,81,145,144,144,145,129,,79,81,,142,145,145,145,128,128,128,81,81,138,79,138,138,79,138,244,175,144,144,79,,,79,79,79,187,187,79,129,79,,,216,216,138,145,145,144,129,45,,144,,81,,,129,129,144,79,267,79,188,187,79,272,81,,140,138,138,129,,,,,22,81,81,81,129,144,,,,,,,,,,,298,298,,,,,,,272,22,,,,,,,,81,,81,,,144,,79,,,81,81,,,,81,,,,129,,,,,,,119,,144,115,144,144,,,79,144,79,,79,,81,,144,81,81,81,81,,,,,346,,,124,79,,144,,79,79,81,81,,,232,81,81,81,79,129,,79,
11155941,70,70,70,70,70,159,70,,,,73,73,,70,73,25,33,25,73,70,126,,,126,60,60,70,73,73,73,73,33,67,67,66,33,66,66,73,73,65,73,64,65,65,64,33,,70,73,,123,64,64,64,116,116,116,73,73,126,70,126,126,70,126,118,158,65,65,70,,,70,70,70,24,24,70,33,70,,,62,62,126,64,64,65,33,342,,65,,73,,,33,33,65,70,37,70,25,24,70,60,73,,125,126,126,33,,,,,100,73,73,73,33,65,,,,,,,,,,,121,121,,,,,,,60,100,,,,,,,,73,,73,,,117,,70,,,73,73,,,,73,,,,33,,,,,,,94,,65,86,65,65,,,70,65,70,,70,,73,,65,73,73,73,73,,,,,137,,,25,70,,65,,70,70,73,73,,,248,73,73,73,70,33,,70,
11163861,113,113,113,113,113,305,113,,,,101,101,,113,101,0,0,0,101,113,182,,,182,132,132,113,101,101,101,101,0,1,1,0,0,0,0,101,101,1,101,0,1,1,0,0,,113,101,,155,0,0,0,172,172,172,101,101,182,113,182,182,113,182,278,214,1,1,113,,,113,113,113,1,1,113,0,113,,,0,0,182,0,0,1,0,259,,1,,101,,,0,0,1,113,0,113,0,1,113,132,101,,174,182,182,0,,,,,59,101,101,101,0,1,,,,,,,,,,,233,233,,,,,,,132,59,,,,,,,,101,,101,,,196,,113,,,101,101,,,,101,,,,0,,,,,,,139,,1,2,1,1,,,113,1,113,,113,,101,,1,101,101,101,101,,,,,197,,,45,113,,1,,113,113,101,101,,,222,101,101,101,113,0,,113,
11231939,34,34,34,34,34,155,34,,,,44,44,,34,44,5,77,5,44,34,68,,,68,121,121,34,44,44,44,44,77,153,153,152,77,152,152,44,44,84,44,85,84,84,85,77,,34,44,,66,85,85,85,56,56,56,44,44,68,34,68,68,34,68,55,83,84,84,34,,,34,34,34,4,4,34,77,34,,,140,140,68,85,85,84,77,312,,84,,44,,,77,77,84,34,7,34,5,4,34,121,44,,67,68,68,77,,,,,190,44,44,44,77,84,,,,,,,,,,,215,215,,,,,,,121,190,,,,,,,,44,,44,,,66,,34,,,44,44,,,,44,,,,77,,,,,,,73,,84,120,84,84,,,34,84,34,,34,,44,,84,44,44,44,44,,,,,200,,,5,34,,84,,34,34,44,44,,,340,44,44,44,34,77,,34,
11233873,317,317,317,317,317,28,317,,,,48,48,,317,48,252,203,252,48,317,97,,,97,280,280,317,48,48,48,48,203,100,100,101,203,101,101,48,48,90,48,91,90,90,91,203,,317,48,,51,91,91,91,332,332,332,48,48,97,317,97,97,317,97,327,130,90,90,317,,,317,317,317,251,251,317,203,317,,,171,171,97,91,91,90,203,33,,90,,48,,,203,203,90,317,140,317,252,251,317,280,48,,90,97,97,203,,,,,94,48,48,48,203,90,,,,,,,,,,,104,104,,,,,,,280,94,,,,,,,,48,,48,,,323,,317,,,48,48,,,,48,,,,203,,,,,,,79,,90,129,90,90,,,317,90,317,,317,,48,,90,48,48,48,48,,,,,55,,,307,317,,90,,317,317,48,48,,,52,48,48,48,317,203,,317,
11244488,44,44,44,44,44,124,44,,,,29,29,,44,29,1,55,1,29,44,86,,,86,37,37,44,29,29,29,29,55,111,111,110,55,110,110,29,29,58,29,59,58,58,59,55,,44,29,,82,59,59,59,71,71,71,29,29,86,44,86,86,44,86,40,88,58,58,44,,,44,44,44,0,0,44,55,44,,,67,67,86,59,59,58,55,279,,58,,29,,,55,55,58,44,1,44,1,0,44,37,29,,58,86,86,55,,,,,253,29,29,29,55,58,,,,,,,,,,,75,75,,,,,,,37,253,,,,,,,,29,,29,,,71,,44,,,29,29,,,,29,,,,55,,,,,,,53,,58,84,58,58,,,44,58,44,,44,,29,,58,29,29,29,29,,,,,162,,,1,44,,58,,44,44,29,29,,,192,29,29,29,44,55,,44,
11247002,319,319,319,319,319,41,319,,,,195,195,,319,195,308,289,308,195,319,35,,,35,308,308,319,195,195,195,195,289,88,88,89,289,89,89,195,195,264,195,263,264,264,263,289,,319,195,,143,263,263,263,295,295,295,195,195,35,319,35,35,319,35,229,310,264,264,319,,,319,319,319,307,307,319,289,319,,,21,21,35,263,263,264,289,139,,264,,195,,,289,289,264,319,131,319,308,307,319,308,195,,282,35,35,289,,,,,289,195,195,195,289,264,,,,,,,,,,,88,88,,,,,,,308,289,,,,,,,,195,,195,,,334,,319,,,195,195,,,,195,,,,289,,,,,,,241,,264,306,264,264,,,319,264,319,,319,,195,,264,195,195,195,195,,,,,19,,,313,319,,264,,319,319,195,195,,,44,195,195,195,319,289,,319,
11269477,270,270,270,270,270,25,270,,,,215,215,,270,215,263,217,263,215,270,27,,,27,222,222,270,215,215,215,215,217,122,122,123,217,123,123,215,215,273,215,274,273,273,274,217,,270,215,,99,274,274,274,310,310,310,215,215,27,270,27,27,270,27,272,319,273,273,270,,,270,270,270,264,264,270,217,270,,,85,85,27,274,274,273,217,155,,273,,215,,,217,217,273,270,167,270,263,264,270,222,215,,294,27,27,217,,,,,258,215,215,215,217,273,,,,,,,,,,,130,130,,,,,,,222,258,,,,,,,,215,,215,,,299,,270,,,215,215,,,,215,,,,217,,,,,,,257,,273,275,273,273,,,270,273,270,,270,,215,,273,215,215,215,215,,,,,14,,,273,270,,273,,270,270,215,215,,,65,215,215,215,270,217,,270,
11273032,229,229,229,229,229,102,229,,,,57,57,,229,57,229,214,229,57,229,283,,,283,64,64,229,57,57,57,57,214,256,256,257,214,257,257,57,57,106,57,107,106,106,107,214,,229,57,,149,107,107,107,47,47,47,57,57,283,229,283,283,229,283,26,69,106,106,229,,,229,229,229,230,230,229,214,229,,,77,77,283,107,107,106,214,158,,106,,57,,,214,214,106,229,293,229,229,230,229,64,57,,106,283,283,214,,,,,168,57,57,57,214,106,,,,,,,,,,,125,125,,,,,,,64,168,,,,,,,,57,,57,,,125,,229,,,57,57,,,,57,,,,214,,,,,,,91,,106,153,106,106,,,229,106,229,,229,,57,,106,57,57,57,57,,,,,184,,,239,229,,106,,229,229,57,57,,,162,57,57,57,229,214,,229,
11281930,288,288,288,288,288,237,288,,,,313,313,,288,313,235,237,235,313,288,269,,,269,194,194,288,313,313,313,313,237,56,56,57,237,57,57,313,313,297,313,298,297,297,298,237,,288,313,,293,298,298,298,197,197,197,313,313,269,288,269,269,288,269,132,246,297,297,288,,,288,288,288,236,236,288,237,288,,,97,97,269,298,298,297,237,48,,297,,313,,,237,237,297,288,83,288,235,236,288,194,313,,323,269,269,237,,,,,75,313,313,313,237,297,,,,,,,,,,,56,56,,,,,,,194,75,,,,,,,,313,,313,,,287,,288,,,313,313,,,,313,,,,237,,,,,,,248,,297,193,297,297,,,288,297,288,,288,,313,,297,313,313,313,313,,,,,169,,,251,288,,297,,288,288,313,313,,,28,313,313,313,288,237,,288,
11284937,248,248,248,248,248,163,248,,,,68,68,,248,68,280,236,280,68,248,314,,,314,78,78,248,68,68,68,68,236,284,284,285,236,285,285,68,68,126,68,127,126,126,127,236,,248,68,,203,127,127,127,65,65,65,68,68,314,248,314,314,248,314,37,96,126,126,248,,,248,248,248,281,281,248,236,248,,,113,113,314,127,127,126,236,183,,126,,68,,,236,236,126,248,305,248,280,281,248,78,68,,122,314,314,236,,,,,191,68,68,68,236,126,,,,,,,,,,,149,149,,,,,,,78,191,,,,,,,,68,,68,,,153,,248,,,68,68,,,,68,,,,236,,,,,,,107,,126,180,126,126,,,248,126,248,,248,,68,,126,68,68,68,68,,,,,241,,,296,248,,126,,248,248,68,68,,,183,68,68,68,248,236,,248,
