molid,ABL1,ABL1_E255K,ABL1_H396P,ABL1_M351T,ABL1_Q252H,ABL1_T315I,ABL1_Y253F,AKT1,AKT2,AKT3,ALK,AMPKA1_A1B1G1,AMPKA2_A2B1G1,ARG,ARK5,Aurora.A,Aurora.B,Aurora.C,AXL,BLK,BMX,BRAF,BRAF_V599E,BRK,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDK1_cyclinB,CDK2_cyclinA,CDK2_cyclinE,CDK3_cyclinE,CDK4_cyclinD,CDK5_p35,CDK6_cyclinD3,CHEK1,CHEK2,CK1a,CK1.g1,CK1.g2,CK1.g3,CK2,CLK2,CLK3,CRAF,CSK,DAPK1,DCAMKL2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EGFR_L858R,EGFR_L861Q,EGFR_T790M,EGFR_T790M.L858R,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3_D835Y,FLT4,FMS,FYN,GRK6,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK4,IGF1R,IKKA,IKKB,IKKE,INSR,IRAK4,IRR,ITK,JAK1,JAK2,JAK3,JNK2,KDR,KIT,KIT_D816V,KIT_T6701,KIT_V560G,LCK,LOK,LRRK2,LRRK2_G2019S,LTK,LYNA,LYNB,MAP4K2,MAP4K4,MAPK1,MAPK3,MAPKAPK2,MAPKAPK3,MARK1,MARK3,MARK4,MEK1,MELK,MER,MET,MINK,MKNK1,MNK2,MRCKA,MRCKB,MSK1,MSK2,MSSK1,MST1,MST2,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,P38alpha,P38beta,P38delta,P38gamma,p70s6K1,PAK1,PAK2,PAK3,PAK5,PAK6,PAR.1Balpha,PASK,PDGFRA,PDGFRA_D842V,PDGFRA_T674I,PDGFRA_V561D,PDGFRB,PDK1,PHKG1,PHKG2,PI3K.alpha,PI3K.delta,PI4K.beta,PIM1,PIM2,PIM3,PKA,PKC.alpha,PKC.beta1,PKC.beta2,PKC.eta,PKC.gamma,PKC.iota,PKC.theta,PLK1,PRAK,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK5,PYK2,RET,RET_V804L,RET_Y791F,ROCK1,ROCK2,RON,ROS,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3,SNF1LK2_QIK,SNF1LK_SIK,SPHK1,SPHK2,SRC,SRMS,SRPK1,SYK,TBK1,TEC,TIE2,TNK1,TNK2,TRKA,TRKB,TRKC,TSSK1,TSSK2,TTK,TXK,TYK2,TYRO3,YES,ZAP70
10215776,112,112,112,112,112,249,112,,,,,,,112,,144,,98,,112,232,309,309,344,172,172,,,,,,112,202,203,152,112,112,112,,,,,,,112,,,,,,,309,112,112,112,274,161,274,,,329,,348,348,,291,274,274,,,,,,,112,,98,144,,,112,,,192,192,182,112,112,,,,,,,,,,,,,,170,,98,98,112,329,,,,182,182,,,,,,,,,,,,112,112,,112,112,,,,,309,256,256,,309,,,,,296,120,220,112,,309,,,,,,,,,172,309,,,,,,,,,,,,120,,,,,,,,296,,,143,,,,,,,309,309,309,,,112,112,,,,,,,,112,291,,,143,,,,,341,349,,,309,,309,,,,341,,112,112,341
10236195,303,303,303,303,303,302,303,,,,,,,303,,252,,205,,303,302,230,230,274,191,191,,,,,,303,299,298,232,303,303,303,,,,,,,303,,,,,,,230,303,303,303,285,326,285,,,273,,309,309,,214,285,285,,,,,,,303,,205,252,,,303,,,340,340,279,303,303,,,,,,,,,,,,,,294,,205,205,303,231,,,,279,279,,,,,,,,,,,,303,303,,303,303,,,,,230,249,249,,230,,,,,143,207,304,303,,230,,,,,,,,,191,230,,,,,,,,,,,,207,,,,,,,,143,,,177,,,,,,,230,230,230,,,303,303,,,,,,,,303,214,,,251,,,,,301,302,,,230,,230,,,,301,,303,303,301
10272700,296,296,296,296,296,134,296,,,,,,,296,,298,,263,,296,198,271,271,315,125,125,,,,,,296,251,250,173,296,296,296,,,,,,,296,,,,,,,271,296,296,296,257,310,257,,,140,,188,188,,223,257,257,,,,,,,296,,263,298,,,296,,,163,163,283,296,296,,,,,,,,,,,,,,329,,263,263,296,147,,,,283,283,,,,,,,,,,,,296,296,,296,296,,,,,271,155,155,,271,,,,,78,35,70,296,,271,,,,,,,,,125,271,,,,,,,,,,,,35,,,,,,,,78,,,162,,,,,,,271,271,271,,,296,296,,,,,,,,296,223,,,299,,,,,87,330,,,271,,271,,,,87,,296,296,87
10286242,186,186,186,186,186,303,186,,,,,,,186,,231,,239,,186,301,259,259,333,244,244,,,,,,186,278,279,320,186,186,186,,,,,,,186,,,,,,,259,186,186,186,348,233,348,,,295,,333,333,,240,348,348,,,,,,,186,,239,231,,,186,,,268,268,258,186,186,,,,,,,,,,,,,,310,,239,239,186,325,,,,258,258,,,,,,,,,,,,186,186,,186,186,,,,,259,337,337,,259,,,,,290,88,166,186,,259,,,,,,,,,244,259,,,,,,,,,,,,88,,,,,,,,290,,,213,,,,,,,259,259,259,,,186,186,,,,,,,,186,240,,,232,,,,,319,333,,,259,,259,,,,319,,186,186,319
10294883,167,167,167,167,167,294,167,,,,,,,167,,215,,258,,167,276,235,235,102,228,228,,,,,,167,264,265,287,167,167,167,,,,,,,167,,,,,,,235,167,167,167,122,190,122,,,222,,275,275,,257,122,122,,,,,,,167,,258,215,,,167,,,260,260,240,167,167,,,,,,,,,,,,,,305,,258,258,167,96,,,,240,240,,,,,,,,,,,,167,167,,167,167,,,,,235,311,311,,235,,,,,218,67,132,167,,235,,,,,,,,,228,235,,,,,,,,,,,,67,,,,,,,,218,,,2,,,,,,,235,235,235,,,167,167,,,,,,,,167,257,,,216,,,,,159,104,,,235,,235,,,,159,,167,167,159
10295475,338,338,338,338,338,284,338,,,,,,,338,,216,,180,,338,80,252,252,59,343,343,,,,,,338,123,122,62,338,338,338,,,,,,,338,,,,,,,252,338,338,338,161,226,161,,,57,,84,84,,31,161,161,,,,,,,338,,180,216,,,338,,,115,115,59,338,338,,,,,,,,,,,,,,274,,180,180,338,290,,,,59,59,,,,,,,,,,,,338,338,,338,338,,,,,252,122,122,,252,,,,,327,342,19,338,,252,,,,,,,,,343,252,,,,,,,,,,,,342,,,,,,,,327,,,250,,,,,,,252,252,252,,,338,338,,,,,,,,338,31,,,215,,,,,58,312,,,252,,252,,,,58,,338,338,58
10308522,192,192,192,192,192,312,192,,,,,,,192,,236,,194,,192,296,305,305,297,254,254,,,,,,192,286,287,269,192,192,192,,,,,,,192,,,,,,,305,192,192,192,267,241,267,,,269,,303,303,,200,267,267,,,,,,,192,,194,236,,,192,,,276,276,259,192,192,,,,,,,,,,,,,,286,,194,194,192,336,,,,259,259,,,,,,,,,,,,192,192,,192,192,,,,,305,320,320,,305,,,,,330,113,210,192,,305,,,,,,,,,254,305,,,,,,,,,,,,113,,,,,,,,330,,,172,,,,,,,305,305,305,,,192,192,,,,,,,,192,200,,,235,,,,,309,347,,,305,,305,,,,309,,192,192,309
10321190,307,307,307,307,307,206,307,,,,,,,307,,330,,309,,307,344,177,177,40,307,307,,,,,,307,344,343,334,307,307,307,,,,,,,307,,,,,,,177,307,307,307,209,274,209,,,343,,307,307,,328,209,209,,,,,,,307,,309,330,,,307,,,344,344,338,307,307,,,,,,,,,,,,,,263,,309,309,307,40,,,,338,338,,,,,,,,,,,,307,307,,307,307,,,,,177,331,331,,177,,,,,265,6,12,307,,177,,,,,,,,,307,177,,,,,,,,,,,,6,,,,,,,,265,,,78,,,,,,,177,177,177,,,307,307,,,,,,,,307,328,,,331,,,,,334,40,,,177,,177,,,,334,,307,307,334
10469531,294,294,294,294,294,80,294,,,,,,,294,,260,,210,,294,47,80,80,31,201,201,,,,,,294,101,100,50,294,294,294,,,,,,,294,,,,,,,80,294,294,294,214,282,214,,,31,,45,45,,15,214,214,,,,,,,294,,210,260,,,294,,,247,247,31,294,294,,,,,,,,,,,,,,139,,210,210,294,44,,,,31,31,,,,,,,,,,,,294,294,,294,294,,,,,80,100,100,,80,,,,,155,121,25,294,,80,,,,,,,,,201,80,,,,,,,,,,,,121,,,,,,,,155,,,105,,,,,,,80,80,80,,,294,294,,,,,,,,294,15,,,259,,,,,68,44,,,80,,80,,,,68,,294,294,68
10475737,325,325,325,325,325,167,325,,,,,,,325,,322,,299,,325,318,338,338,84,295,295,,,,,,325,255,254,185,325,325,325,,,,,,,325,,,,,,,338,325,325,325,258,312,258,,,282,,317,317,,345,258,258,,,,,,,325,,299,322,,,325,,,347,347,346,325,325,,,,,,,,,,,,,,340,,299,299,325,80,,,,346,346,,,,,,,,,,,,325,325,,325,325,,,,,338,276,276,,338,,,,,251,21,42,325,,338,,,,,,,,,295,338,,,,,,,,,,,,21,,,,,,,,251,,,31,,,,,,,338,338,338,,,325,325,,,,,,,,325,345,,,323,,,,,228,86,,,338,,338,,,,228,,325,325,228
11155941,19,19,19,19,19,57,19,,,,,,,19,,24,,12,,19,58,49,49,86,38,38,,,,,,19,38,39,169,19,19,19,,,,,,,19,,,,,,,49,19,19,19,158,39,158,,,132,,127,127,,171,158,158,,,,,,,19,,12,24,,,19,,,38,38,38,19,19,,,,,,,,,,,,,,24,,12,12,19,82,,,,38,38,,,,,,,,,,,,19,19,,19,19,,,,,49,235,235,,49,,,,,130,42,84,19,,49,,,,,,,,,38,49,,,,,,,,,,,,42,,,,,,,,130,,,56,,,,,,,49,49,49,,,19,19,,,,,,,,19,171,,,25,,,,,82,88,,,49,,49,,,,82,,19,19,82
11163861,26,26,26,26,26,78,26,,,,,,,26,,45,,34,,26,79,272,272,162,52,52,,,,,,26,52,53,176,26,26,26,,,,,,,26,,,,,,,272,26,26,26,255,49,255,,,237,,276,276,,173,255,255,,,,,,,26,,34,45,,,26,,,52,52,52,26,26,,,,,,,,,,,,,,68,,34,34,26,152,,,,52,52,,,,,,,,,,,,26,26,,26,26,,,,,272,270,270,,272,,,,,178,43,86,26,,272,,,,,,,,,52,272,,,,,,,,,,,,43,,,,,,,,178,,,20,,,,,,,272,272,272,,,26,26,,,,,,,,26,173,,,46,,,,,300,162,,,272,,272,,,,300,,26,26,300
11231939,105,105,105,105,105,234,105,,,,,,,105,,6,,3,,105,156,180,180,196,161,161,,,,,,105,198,199,336,105,105,105,,,,,,,105,,,,,,,180,105,105,105,63,110,63,,,110,,155,155,,162,63,63,,,,,,,105,,3,6,,,105,,,178,178,176,105,105,,,,,,,,,,,,,,6,,3,3,105,186,,,,176,176,,,,,,,,,,,,105,105,,105,105,,,,,180,209,209,,180,,,,,112,157,243,105,,180,,,,,,,,,161,180,,,,,,,,,,,,157,,,,,,,,112,,,138,,,,,,,180,180,180,,,105,105,,,,,,,,105,162,,,7,,,,,64,202,,,180,,180,,,,64,,105,105,64
11233873,286,286,286,286,286,62,286,,,,,,,286,,282,,249,,286,143,43,43,115,215,215,,,,,,286,87,86,43,286,286,286,,,,,,,286,,,,,,,43,286,286,286,279,324,279,,,109,,115,115,,60,279,279,,,,,,,286,,249,282,,,286,,,95,95,105,286,286,,,,,,,,,,,,,,85,,249,249,286,190,,,,105,105,,,,,,,,,,,,286,286,,286,286,,,,,43,86,86,,43,,,,,162,81,27,286,,43,,,,,,,,,215,43,,,,,,,,,,,,81,,,,,,,,162,,,183,,,,,,,43,43,43,,,286,286,,,,,,,,286,60,,,283,,,,,149,87,,,43,,43,,,,149,,286,286,149
11244488,52,52,52,52,52,147,52,,,,,,,52,,2,,1,,52,60,122,122,246,92,92,,,,,,52,104,105,127,52,52,52,,,,,,,52,,,,,,,122,52,52,52,46,84,46,,,42,,65,65,,232,46,46,,,,,,,52,,1,2,,,52,,,91,91,98,52,52,,,,,,,,,,,,,,2,,1,1,52,129,,,,98,98,,,,,,,,,,,,52,52,,52,52,,,,,122,131,131,,122,,,,,66,172,75,52,,122,,,,,,,,,92,122,,,,,,,,,,,,172,,,,,,,,66,,,70,,,,,,,122,122,122,,,52,52,,,,,,,,52,232,,,3,,,,,22,203,,,122,,122,,,,22,,52,52,22
11247002,263,263,263,263,263,199,263,,,,,,,263,,284,,250,,263,68,84,84,49,281,281,,,,,,263,77,76,38,263,263,263,,,,,,,263,,,,,,,84,263,263,263,215,284,215,,,49,,72,72,,26,215,215,,,,,,,263,,250,284,,,263,,,73,73,49,263,263,,,,,,,,,,,,,,145,,250,250,263,244,,,,49,49,,,,,,,,,,,,263,263,,263,263,,,,,84,76,76,,84,,,,,241,324,29,263,,84,,,,,,,,,281,84,,,,,,,,,,,,324,,,,,,,,241,,,228,,,,,,,84,84,84,,,263,263,,,,,,,,263,26,,,285,,,,,150,151,,,84,,84,,,,150,,263,263,150
11269477,222,222,222,222,222,82,222,,,,,,,222,,242,,197,,222,53,29,29,35,205,205,,,,,,222,113,112,56,222,222,222,,,,,,,222,,,,,,,29,222,222,222,268,269,268,,,37,,54,54,,18,268,268,,,,,,,222,,197,242,,,222,,,197,197,35,222,222,,,,,,,,,,,,,,57,,197,197,222,182,,,,35,35,,,,,,,,,,,,222,222,,222,222,,,,,29,112,112,,29,,,,,157,290,33,222,,29,,,,,,,,,205,29,,,,,,,,,,,,290,,,,,,,,157,,,142,,,,,,,29,29,29,,,222,222,,,,,,,,222,18,,,241,,,,,100,59,,,29,,29,,,,100,,222,222,100
11273032,141,141,141,141,141,130,141,,,,,,,141,,191,,222,,141,248,51,51,229,85,85,,,,,,141,236,237,301,141,141,141,,,,,,,141,,,,,,,51,141,141,141,23,44,23,,,205,,130,130,,141,23,23,,,,,,,141,,222,191,,,141,,,37,37,207,141,141,,,,,,,,,,,,,,95,,222,222,141,97,,,,207,207,,,,,,,,,,,,141,141,,141,141,,,,,51,99,99,,51,,,,,49,144,250,141,,51,,,,,,,,,85,51,,,,,,,,,,,,144,,,,,,,,49,,,236,,,,,,,51,51,51,,,141,141,,,,,,,,141,141,,,192,,,,,206,99,,,51,,51,,,,206,,141,141,206
11281930,256,256,256,256,256,326,256,,,,,,,256,,186,,150,,256,105,306,306,163,296,296,,,,,,256,61,60,30,256,256,256,,,,,,,256,,,,,,,306,256,256,256,234,299,234,,,72,,104,104,,89,234,234,,,,,,,256,,150,186,,,256,,,57,57,139,256,256,,,,,,,,,,,,,,240,,150,150,256,180,,,,139,139,,,,,,,,,,,,256,256,,256,256,,,,,306,60,60,,306,,,,,260,146,254,256,,306,,,,,,,,,296,306,,,,,,,,,,,,146,,,,,,,,260,,,173,,,,,,,306,306,306,,,256,256,,,,,,,,256,89,,,185,,,,,40,194,,,306,,306,,,,40,,256,256,40
11284937,150,150,150,150,150,220,150,,,,,,,150,,199,,279,,150,268,97,97,269,95,95,,,,,,150,246,247,339,150,150,150,,,,,,,150,,,,,,,97,150,150,150,31,56,31,,,239,,232,232,,175,31,31,,,,,,,150,,279,199,,,150,,,49,49,222,150,150,,,,,,,,,,,,,,165,,279,279,150,109,,,,222,222,,,,,,,,,,,,150,150,,150,150,,,,,97,113,113,,97,,,,,56,216,301,150,,97,,,,,,,,,95,97,,,,,,,,,,,,216,,,,,,,,56,,,297,,,,,,,97,97,97,,,150,150,,,,,,,,150,175,,,200,,,,,253,169,,,97,,97,,,,253,,150,150,253
11290221,333,333,333,333,333,158,333,,,,,,,333,,316,,281,,333,189,133,133,256,233,233,,,,,,333,325,326,273,333,333,333,,,,,,,333,,,,,,,133,333,333,333,232,300,232,,,134,,185,185,,336,232,232,,,,,,,333,,281,316,,,333,,,327,327,343,333,333,,,,,,,,,,,,,,215,,281,281,333,270,,,,343,343,,,,,,,,,,,,333,333,,333,333,,,,,133,289,289,,133,,,,,188,31,62,333,,133,,,,,,,,,233,133,,,,,,,,,,,,31,,,,,,,,188,,,29,,,,,,,133,133,133,,,333,333,,,,,,,,333,336,,,317,,,,,84,217,,,133,,133,,,,84,,333,333,84
11307581,151,151,151,151,151,178,151,,,,,,,151,,201,,290,,151,266,74,74,241,71,71,,,,,,151,248,249,227,151,151,151,,,,,,,151,,,,,,,74,151,151,151,25,48,25,,,219,,190,190,,149,25,25,,,,,,,151,,290,201,,,151,,,65,65,221,151,151,,,,,,,,,,,,,,133,,290,290,151,73,,,,221,221,,,,,,,,,,,,151,151,,151,151,,,,,74,75,75,,74,,,,,37,147,245,151,,74,,,,,,,,,71,74,,,,,,,,,,,,147,,,,,,,,37,,,241,,,,,,,74,74,74,,,151,151,,,,,,,,151,149,,,202,,,,,257,135,,,74,,74,,,,257,,151,151,257
11328632,20,20,20,20,20,60,20,,,,,,,20,,28,,14,,20,61,65,65,96,40,40,,,,,,20,40,41,162,20,20,20,,,,,,,20,,,,,,,65,20,20,20,217,41,217,,,220,,172,172,,164,217,217,,,,,,,20,,14,28,,,20,,,40,40,40,20,20,,,,,,,,,,,,,,28,,14,14,20,92,,,,40,40,,,,,,,,,,,,20,20,,20,20,,,,,65,109,109,,65,,,,,54,85,160,20,,65,,,,,,,,,40,65,,,,,,,,,,,,85,,,,,,,,54,,,119,,,,,,,65,65,65,,,20,20,,,,,,,,20,164,,,29,,,,,156,98,,,65,,65,,,,156,,20,20,156
11392350,275,275,275,275,275,310,275,,,,,,,275,,16,,8,,275,177,199,199,271,316,316,,,,,,275,338,337,311,275,275,275,,,,,,,275,,,,,,,199,275,275,275,56,100,56,,,124,,173,173,,176,56,56,,,,,,,275,,8,16,,,275,,,93,93,237,275,275,,,,,,,,,,,,,,16,,8,8,275,345,,,,237,237,,,,,,,,,,,,275,275,,275,275,,,,,199,344,344,,199,,,,,315,219,263,275,,199,,,,,,,,,316,199,,,,,,,,,,,,219,,,,,,,,315,,,292,,,,,,,199,199,199,,,275,275,,,,,,,,275,176,,,17,,,,,77,287,,,199,,199,,,,77,,275,275,77
11453116,209,209,209,209,209,67,209,,,,,,,209,,257,,260,,209,83,22,22,61,231,231,,,,,,209,93,92,46,209,209,209,,,,,,,209,,,,,,,22,209,209,209,318,257,318,,,59,,67,67,,32,318,318,,,,,,,209,,260,257,,,209,,,109,109,61,209,209,,,,,,,,,,,,,,43,,260,260,209,156,,,,61,61,,,,,,,,,,,,209,209,,209,209,,,,,22,92,92,,22,,,,,184,311,45,209,,22,,,,,,,,,231,22,,,,,,,,,,,,311,,,,,,,,184,,,276,,,,,,,22,22,22,,,209,209,,,,,,,,209,32,,,258,,,,,83,45,,,22,,22,,,,83,,209,209,83
