molid,ABL1,ABL1_E255K,ABL1_H396P,ABL1_M351T,ABL1_Q252H,ABL1_T315I,ABL1_Y253F,AKT1,AKT2,AKT3,ALK,AMPKA1_A1B1G1,AMPKA2_A2B1G1,ARG,ARK5,Aurora.A,Aurora.B,Aurora.C,AXL,BLK,BMX,BRAF,BRAF_V599E,BRK,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDK1_cyclinB,CDK2_cyclinA,CDK2_cyclinE,CDK3_cyclinE,CDK4_cyclinD,CDK5_p35,CDK6_cyclinD3,CHEK1,CHEK2,CK1a,CK1.g1,CK1.g2,CK1.g3,CK2,CLK2,CLK3,CRAF,CSK,DAPK1,DCAMKL2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EGFR_L858R,EGFR_L861Q,EGFR_T790M,EGFR_T790M.L858R,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3_D835Y,FLT4,FMS,FYN,GRK6,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK4,IGF1R,IKKA,IKKB,IKKE,INSR,IRAK4,IRR,ITK,JAK1,JAK2,JAK3,JNK2,KDR,KIT,KIT_D816V,KIT_T6701,KIT_V560G,LCK,LOK,LRRK2,LRRK2_G2019S,LTK,LYNA,LYNB,MAP4K2,MAP4K4,MAPK1,MAPK3,MAPKAPK2,MAPKAPK3,MARK1,MARK3,MARK4,MEK1,MELK,MER,MET,MINK,MKNK1,MNK2,MRCKA,MRCKB,MSK1,MSK2,MSSK1,MST1,MST2,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,P38alpha,P38beta,P38delta,P38gamma,p70s6K1,PAK1,PAK2,PAK3,PAK5,PAK6,PAR.1Balpha,PASK,PDGFRA,PDGFRA_D842V,PDGFRA_T674I,PDGFRA_V561D,PDGFRB,PDK1,PHKG1,PHKG2,PI3K.alpha,PI3K.delta,PI4K.beta,PIM1,PIM2,PIM3,PKA,PKC.alpha,PKC.beta1,PKC.beta2,PKC.eta,PKC.gamma,PKC.iota,PKC.theta,PLK1,PRAK,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK5,PYK2,RET,RET_V804L,RET_Y791F,ROCK1,ROCK2,RON,ROS,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3,SNF1LK2_QIK,SNF1LK_SIK,SPHK1,SPHK2,SRC,SRMS,SRPK1,SYK,TBK1,TEC,TIE2,TNK1,TNK2,TRKA,TRKB,TRKC,TSSK1,TSSK2,TTK,TXK,TYK2,TYRO3,YES,ZAP70
10215776,112,112,112,112,112,249,112,143,341,120,112,296,152,112,296,144,98,98,309,112,232,309,309,344,172,172,341,250,112,112,190,112,202,203,152,112,112,112,322,322,120,112,112,120,112,112,112,309,291,322,317,309,112,112,112,274,161,274,274,341,329,291,348,348,341,291,274,274,112,112,271,152,152,112,112,309,98,144,296,341,112,143,271,192,192,182,112,112,309,341,341,341,271,112,112,112,112,112,98,250,112,170,112,98,98,112,329,309,152,112,182,182,309,143,112,143,322,120,296,309,296,112,296,112,112,143,112,112,271,322,322,322,309,256,256,152,309,296,296,271,309,296,120,220,112,112,309,309,341,341,98,309,98,271,296,172,309,296,296,152,98,143,296,296,98,112,152,296,120,112,317,112,271,112,112,112,296,322,143,143,143,341,54,143,291,296,309,309,309,112,112,112,112,296,296,309,296,112,112,322,112,291,317,291,143,112,309,112,98,341,349,296,291,309,112,309,296,271,152,341,98,112,112,341
10236195,303,303,303,303,303,302,303,177,301,207,303,143,232,303,143,252,205,205,230,303,302,230,230,274,191,191,301,339,303,303,278,303,299,298,232,303,303,303,215,215,207,303,303,207,303,303,303,230,214,215,202,230,303,303,303,285,326,285,285,301,273,214,309,309,301,214,285,285,303,303,322,232,232,303,303,230,205,252,143,301,303,177,322,340,340,279,303,303,230,301,301,301,322,303,303,303,303,303,205,339,303,294,303,205,205,303,231,230,232,303,279,279,230,177,303,177,215,207,143,230,143,303,143,303,303,177,303,303,322,215,215,215,230,249,249,232,230,143,143,322,290,143,207,304,303,303,230,290,301,301,205,230,205,322,143,191,230,143,143,232,205,177,143,143,205,303,232,143,207,303,202,303,322,303,303,303,143,215,177,177,177,301,1,177,214,143,230,230,230,303,303,303,303,143,143,230,143,303,303,215,303,214,202,214,251,303,230,303,205,301,302,143,214,230,303,230,143,322,232,301,205,303,303,301
10272700,296,296,296,296,296,134,296,162,87,35,296,78,173,296,78,298,263,263,271,296,198,271,271,315,125,125,87,177,296,296,167,296,251,250,173,296,296,296,47,47,35,296,296,35,296,296,296,271,223,47,249,271,296,296,296,257,310,257,257,87,140,223,188,188,87,223,257,257,296,296,88,173,173,296,296,271,263,298,78,87,296,162,88,163,163,283,296,296,271,87,87,87,88,296,296,296,296,296,263,177,296,329,296,263,263,296,147,271,173,296,283,283,271,162,296,162,47,35,78,271,78,296,78,296,296,162,296,296,88,47,47,47,271,155,155,173,271,78,78,88,106,78,35,70,296,296,271,106,87,87,263,271,263,88,78,125,271,78,78,173,263,162,78,78,263,296,173,78,35,296,249,296,88,296,296,296,78,47,162,162,162,87,40,162,223,78,271,271,271,296,296,296,296,78,78,271,78,296,296,47,296,223,249,223,299,296,271,296,263,87,330,78,223,271,296,271,78,88,173,87,263,296,296,87
10286242,186,186,186,186,186,303,186,213,319,88,186,290,320,186,290,231,239,239,259,186,301,259,259,333,244,244,319,150,186,186,344,186,278,279,320,186,186,186,325,325,88,186,186,88,186,186,186,259,240,325,322,259,186,186,186,348,233,348,348,319,295,240,333,333,319,240,348,348,186,186,330,320,320,186,186,259,239,231,290,319,186,213,330,268,268,258,186,186,259,319,319,319,330,186,186,186,186,186,239,150,186,310,186,239,239,186,325,259,320,186,258,258,259,213,186,213,325,88,290,259,290,186,290,186,186,213,186,186,330,325,325,325,259,337,337,320,259,290,290,330,346,290,88,166,186,186,259,346,319,319,239,259,239,330,290,244,259,290,290,320,239,213,290,290,239,186,320,290,88,186,322,186,330,186,186,186,290,325,213,213,213,319,124,213,240,290,259,259,259,186,186,186,186,290,290,259,290,186,186,325,186,240,322,240,232,186,259,186,239,319,333,290,240,259,186,259,290,330,320,319,239,186,186,319
10294883,167,167,167,167,167,294,167,2,159,67,167,218,287,167,218,215,258,258,235,167,276,235,235,102,228,228,159,323,167,167,324,167,264,265,287,167,167,167,260,260,67,167,167,67,167,167,167,235,257,260,52,235,167,167,167,122,190,122,122,159,222,257,275,275,159,257,122,122,167,167,246,287,287,167,167,235,258,215,218,159,167,2,246,260,260,240,167,167,235,159,159,159,246,167,167,167,167,167,258,323,167,305,167,258,258,167,96,235,287,167,240,240,235,2,167,2,260,67,218,235,218,167,218,167,167,2,167,167,246,260,260,260,235,311,311,287,235,218,218,246,285,218,67,132,167,167,235,285,159,159,258,235,258,246,218,228,235,218,218,287,258,2,218,218,258,167,287,218,67,167,52,167,246,167,167,167,218,260,2,2,2,159,145,2,257,218,235,235,235,167,167,167,167,218,218,235,218,167,167,260,167,257,52,257,216,167,235,167,258,159,104,218,257,235,167,235,218,246,287,159,258,167,167,159
10295475,338,338,338,338,338,284,338,250,58,342,338,327,62,338,327,216,180,180,252,338,80,252,252,59,343,343,58,6,338,338,19,338,123,122,62,338,338,338,186,186,342,338,338,342,338,338,338,252,31,186,220,252,338,338,338,161,226,161,161,58,57,31,84,84,58,31,161,161,338,338,61,62,62,338,338,252,180,216,327,58,338,250,61,115,115,59,338,338,252,58,58,58,61,338,338,338,338,338,180,6,338,274,338,180,180,338,290,252,62,338,59,59,252,250,338,250,186,342,327,252,327,338,327,338,338,250,338,338,61,186,186,186,252,122,122,62,252,327,327,61,9,327,342,19,338,338,252,9,58,58,180,252,180,61,327,343,252,327,327,62,180,250,327,327,180,338,62,327,342,338,220,338,61,338,338,338,327,186,250,250,250,58,207,250,31,327,252,252,252,338,338,338,338,327,327,252,327,338,338,186,338,31,220,31,215,338,252,338,180,58,312,327,31,252,338,252,327,61,62,58,180,338,338,58
10308522,192,192,192,192,192,312,192,172,309,113,192,330,269,192,330,236,194,194,305,192,296,305,305,297,254,254,309,13,192,192,306,192,286,287,269,192,192,192,317,317,113,192,192,113,192,192,192,305,200,317,313,305,192,192,192,267,241,267,267,309,269,200,303,303,309,200,267,267,192,192,184,269,269,192,192,305,194,236,330,309,192,172,184,276,276,259,192,192,305,309,309,309,184,192,192,192,192,192,194,13,192,286,192,194,194,192,336,305,269,192,259,259,305,172,192,172,317,113,330,305,330,192,330,192,192,172,192,192,184,317,317,317,305,320,320,269,305,330,330,184,306,330,113,210,192,192,305,306,309,309,194,305,194,184,330,254,305,330,330,269,194,172,330,330,194,192,269,330,113,192,313,192,184,192,192,192,330,317,172,172,172,309,127,172,200,330,305,305,305,192,192,192,192,330,330,305,330,192,192,317,192,200,313,200,235,192,305,192,194,309,347,330,200,305,192,305,330,184,269,309,194,192,192,309
10321190,307,307,307,307,307,206,307,78,334,6,307,265,334,307,265,330,309,309,177,307,344,177,177,40,307,307,334,307,307,307,257,307,344,343,334,307,307,307,81,81,6,307,307,6,307,307,307,177,328,81,20,177,307,307,307,209,274,209,209,334,343,328,307,307,334,328,209,209,307,307,334,334,334,307,307,177,309,330,265,334,307,78,334,344,344,338,307,307,177,334,334,334,334,307,307,307,307,307,309,307,307,263,307,309,309,307,40,177,334,307,338,338,177,78,307,78,81,6,265,177,265,307,265,307,307,78,307,307,334,81,81,81,177,331,331,334,177,265,265,334,181,265,6,12,307,307,177,181,334,334,309,177,309,334,265,307,177,265,265,334,309,78,265,265,309,307,334,265,6,307,20,307,334,307,307,307,265,81,78,78,78,334,161,78,328,265,177,177,177,307,307,307,307,265,265,177,265,307,307,81,307,328,20,328,331,307,177,307,309,334,40,265,328,177,307,177,265,334,334,334,309,307,307,334
10469531,294,294,294,294,294,80,294,105,68,121,294,155,50,294,155,260,210,210,80,294,47,80,80,31,201,201,68,14,294,294,25,294,101,100,50,294,294,294,26,26,121,294,294,121,294,294,294,80,15,26,22,80,294,294,294,214,282,214,214,68,31,15,45,45,68,15,214,214,294,294,150,50,50,294,294,80,210,260,155,68,294,105,150,247,247,31,294,294,80,68,68,68,150,294,294,294,294,294,210,14,294,139,294,210,210,294,44,80,50,294,31,31,80,105,294,105,26,121,155,80,155,294,155,294,294,105,294,294,150,26,26,26,80,100,100,50,80,155,155,150,12,155,121,25,294,294,80,12,68,68,210,80,210,150,155,201,80,155,155,50,210,105,155,155,210,294,50,155,121,294,22,294,150,294,294,294,155,26,105,105,105,68,143,105,15,155,80,80,80,294,294,294,294,155,155,80,155,294,294,26,294,15,22,15,259,294,80,294,210,68,44,155,15,80,294,80,155,150,50,68,210,294,294,68
10475737,325,325,325,325,325,167,325,31,228,21,325,251,185,325,251,322,299,299,338,325,318,338,338,84,295,295,228,348,325,325,234,325,255,254,185,325,325,325,61,61,21,325,325,21,325,325,325,338,345,61,43,338,325,325,325,258,312,258,258,228,282,345,317,317,228,345,258,258,325,325,319,185,185,325,325,338,299,322,251,228,325,31,319,347,347,346,325,325,338,228,228,228,319,325,325,325,325,325,299,348,325,340,325,299,299,325,80,338,185,325,346,346,338,31,325,31,61,21,251,338,251,325,251,325,325,31,325,325,319,61,61,61,338,276,276,185,338,251,251,319,297,251,21,42,325,325,338,297,228,228,299,338,299,319,251,295,338,251,251,185,299,31,251,251,299,325,185,251,21,325,43,325,319,325,325,325,251,61,31,31,31,228,113,31,345,251,338,338,338,325,325,325,325,251,251,338,251,325,325,61,325,345,43,345,323,325,338,325,299,228,86,251,345,338,325,338,251,319,185,228,299,325,325,228
11155941,19,19,19,19,19,57,19,56,82,42,19,130,169,19,130,24,12,12,49,19,58,49,49,86,38,38,82,261,19,19,212,19,38,39,169,19,19,19,292,292,42,19,19,42,19,19,19,49,171,292,44,49,19,19,19,158,39,158,158,82,132,171,127,127,82,171,158,158,19,19,161,169,169,19,19,49,12,24,130,82,19,56,161,38,38,38,19,19,49,82,82,82,161,19,19,19,19,19,12,261,19,24,19,12,12,19,82,49,169,19,38,38,49,56,19,56,292,42,130,49,130,19,130,19,19,56,19,19,161,292,292,292,49,235,235,169,49,130,130,161,200,130,42,84,19,19,49,200,82,82,12,49,12,161,130,38,49,130,130,169,12,56,130,130,12,19,169,130,42,19,44,19,161,19,19,19,130,292,56,56,56,82,70,56,171,130,49,49,49,19,19,19,19,130,130,49,130,19,19,292,19,171,44,171,25,19,49,19,12,82,88,130,171,49,19,49,130,161,169,82,12,19,19,82
11163861,26,26,26,26,26,78,26,20,300,43,26,178,176,26,178,45,34,34,272,26,79,272,272,162,52,52,300,308,26,26,220,26,52,53,176,26,26,26,173,173,43,26,26,43,26,26,26,272,173,173,88,272,26,26,26,255,49,255,255,300,237,173,276,276,300,173,255,255,26,26,287,176,176,26,26,272,34,45,178,300,26,20,287,52,52,52,26,26,272,300,300,300,287,26,26,26,26,26,34,308,26,68,26,34,34,26,152,272,176,26,52,52,272,20,26,20,173,43,178,272,178,26,178,26,26,20,26,26,287,173,173,173,272,270,270,176,272,178,178,287,201,178,43,86,26,26,272,201,300,300,34,272,34,287,178,52,272,178,178,176,34,20,178,178,34,26,176,178,43,26,88,26,287,26,26,26,178,173,20,20,20,300,67,20,173,178,272,272,272,26,26,26,26,178,178,272,178,26,26,173,26,173,88,173,46,26,272,26,34,300,162,178,173,272,26,272,178,287,176,300,34,26,26,300
11231939,105,105,105,105,105,234,105,138,64,157,105,112,336,105,112,6,3,3,180,105,156,180,180,196,161,161,64,314,105,105,207,105,198,199,336,105,105,105,305,305,157,105,105,157,105,105,105,180,162,305,113,180,105,105,105,63,110,63,63,64,110,162,155,155,64,162,63,63,105,105,254,336,336,105,105,180,3,6,112,64,105,138,254,178,178,176,105,105,180,64,64,64,254,105,105,105,105,105,3,314,105,6,105,3,3,105,186,180,336,105,176,176,180,138,105,138,305,157,112,180,112,105,112,105,105,138,105,105,254,305,305,305,180,209,209,336,180,112,112,254,142,112,157,243,105,105,180,142,64,64,3,180,3,254,112,161,180,112,112,336,3,138,112,112,3,105,336,112,157,105,113,105,254,105,105,105,112,305,138,138,138,64,198,138,162,112,180,180,180,105,105,105,105,112,112,180,112,105,105,305,105,162,113,162,7,105,180,105,3,64,202,112,162,180,105,180,112,254,336,64,3,105,105,64
11233873,286,286,286,286,286,62,286,183,149,81,286,162,43,286,162,282,249,249,43,286,143,43,43,115,215,215,149,16,286,286,27,286,87,86,43,286,286,286,20,20,81,286,286,81,286,286,286,43,60,20,115,43,286,286,286,279,324,279,279,149,109,60,115,115,149,60,279,279,286,286,49,43,43,286,286,43,249,282,162,149,286,183,49,95,95,105,286,286,43,149,149,149,49,286,286,286,286,286,249,16,286,85,286,249,249,286,190,43,43,286,105,105,43,183,286,183,20,81,162,43,162,286,162,286,286,183,286,286,49,20,20,20,43,86,86,43,43,162,162,49,13,162,81,27,286,286,43,13,149,149,249,43,249,49,162,215,43,162,162,43,249,183,162,162,249,286,43,162,81,286,115,286,49,286,286,286,162,20,183,183,183,149,172,183,60,162,43,43,43,286,286,286,286,162,162,43,162,286,286,20,286,60,115,60,283,286,43,286,249,149,87,162,60,43,286,43,162,49,43,149,249,286,286,149
