molid,ABL1,ABL1_E255K,ABL1_H396P,ABL1_M351T,ABL1_Q252H,ABL1_T315I,ABL1_Y253F,AKT1,AKT2,AKT3,ALK,AMPKA1_A1B1G1,AMPKA2_A2B1G1,ARG,ARK5,Aurora.A,Aurora.B,Aurora.C,AXL,BLK,BMX,BRAF,BRAF_V599E,BRK,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDK1_cyclinB,CDK2_cyclinA,CDK2_cyclinE,CDK3_cyclinE,CDK4_cyclinD,CDK5_p35,CDK6_cyclinD3,CHEK1,CHEK2,CK1a,CK1.g1,CK1.g2,CK1.g3,CK2,CLK2,CLK3,CRAF,CSK,DAPK1,DCAMKL2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EGFR_L858R,EGFR_L861Q,EGFR_T790M,EGFR_T790M.L858R,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3_D835Y,FLT4,FMS,FYN,GRK6,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK4,IGF1R,IKKA,IKKB,IKKE,INSR,IRAK4,IRR,ITK,JAK1,JAK2,JAK3,JNK2,KDR,KIT,KIT_D816V,KIT_T6701,KIT_V560G,LCK,LOK,LRRK2,LRRK2_G2019S,LTK,LYNA,LYNB,MAP4K2,MAP4K4,MAPK1,MAPK3,MAPKAPK2,MAPKAPK3,MARK1,MARK3,MARK4,MEK1,MELK,MER,MET,MINK,MKNK1,MNK2,MRCKA,MRCKB,MSK1,MSK2,MSSK1,MST1,MST2,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,P38alpha,P38beta,P38delta,P38gamma,p70s6K1,PAK1,PAK2,PAK3,PAK5,PAK6,PAR.1Balpha,PASK,PDGFRA,PDGFRA_D842V,PDGFRA_T674I,PDGFRA_V561D,PDGFRB,PDK1,PHKG1,PHKG2,PI3K.alpha,PI3K.delta,PI4K.beta,PIM1,PIM2,PIM3,PKA,PKC.alpha,PKC.beta1,PKC.beta2,PKC.eta,PKC.gamma,PKC.iota,PKC.theta,PLK1,PRAK,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK5,PYK2,RET,RET_V804L,RET_Y791F,ROCK1,ROCK2,RON,ROS,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3,SNF1LK2_QIK,SNF1LK_SIK,SPHK1,SPHK2,SRC,SRMS,SRPK1,SYK,TBK1,TEC,TIE2,TNK1,TNK2,TRKA,TRKB,TRKC,TSSK1,TSSK2,TTK,TXK,TYK2,TYRO3,YES,ZAP70
10215776,91,91,91,91,91,321,91,258,258,258,258,258,258,91,258,10,5,10,258,91,154,5,5,154,236,236,91,258,258,258,258,5,11,11,10,5,10,10,258,258,11,258,10,11,11,10,5,274,91,258,258,158,10,10,10,146,146,146,258,258,154,91,154,154,91,154,252,197,11,11,91,91,91,91,91,91,11,11,91,5,91,258,340,10,10,154,10,10,11,5,340,5,11,5,258,5,274,5,5,11,91,15,91,10,11,91,236,258,258,161,154,154,5,111,5,5,258,112,258,258,258,5,11,252,236,111,321,173,258,258,256,5,236,304,304,239,236,236,236,340,112,236,112,112,5,5,258,91,112,112,258,239,258,258,91,164,5,91,91,236,258,258,340,5,5,258,5,258,112,5,5,5,274,258,91,111,284,258,11,17,11,11,258,239,91,11,91,258,91,258,258,111,11,258,258,258,258,5,5,111,236,274,340,274,142,91,5,11,5,91,91,258,258,173,239,239,258,258,258,91,5,5,91,258
10236195,286,286,286,286,286,343,286,141,141,141,141,141,141,286,141,272,230,272,141,286,315,230,230,315,187,187,286,141,141,141,141,230,325,325,324,230,324,324,141,141,204,141,203,204,204,203,230,333,286,141,141,316,203,203,203,313,313,313,141,141,315,286,315,315,286,315,250,259,204,204,286,286,286,286,286,286,273,273,286,230,286,141,74,322,322,315,203,203,204,230,74,230,204,230,141,230,333,230,230,204,286,334,286,272,273,286,187,141,141,226,315,315,230,221,230,230,141,108,141,141,141,230,204,250,187,221,343,261,141,141,336,230,187,277,277,310,187,187,187,74,108,187,108,108,230,230,141,286,108,108,141,310,141,141,286,283,230,286,286,187,141,141,74,230,230,141,230,141,108,230,230,230,333,141,286,221,183,141,204,255,204,204,141,310,286,204,286,141,286,141,141,221,204,141,141,141,141,230,230,221,187,216,74,216,303,286,230,204,230,286,286,141,141,261,310,310,141,141,141,286,230,230,286,141
10272700,95,95,95,95,95,180,95,28,28,28,28,28,28,95,28,94,56,94,28,95,160,56,56,160,76,76,95,28,28,28,28,56,113,113,112,56,112,112,28,28,56,28,57,56,56,57,56,235,95,28,28,166,57,57,57,152,152,152,28,28,160,95,160,160,95,160,286,85,56,56,95,95,95,95,95,95,95,95,95,56,95,28,11,102,102,160,57,57,56,56,11,56,56,56,28,56,235,56,56,56,95,141,95,94,95,95,76,28,28,56,160,160,56,113,56,56,28,30,28,28,28,56,56,286,76,113,180,293,28,28,188,56,76,145,145,215,76,76,76,11,30,76,30,30,56,56,28,95,30,30,28,215,28,28,95,149,56,95,95,76,28,28,11,56,56,28,56,28,30,56,56,56,235,28,95,113,51,28,56,81,56,56,28,215,95,56,95,28,95,28,28,113,56,28,28,28,28,56,56,113,76,258,11,258,146,95,56,56,56,95,95,28,28,293,215,215,28,28,28,95,56,56,95,28
10286242,249,249,249,249,249,326,249,294,294,294,294,294,294,249,294,16,8,16,294,249,316,8,8,316,197,197,249,294,294,294,294,8,17,17,16,8,16,16,294,294,17,294,16,17,17,16,8,339,249,294,294,296,16,16,16,300,300,300,294,294,316,249,316,316,249,316,346,314,17,17,249,249,249,249,249,249,17,17,249,8,249,294,286,16,16,316,16,16,17,8,286,8,17,8,294,8,339,8,8,17,249,24,249,16,17,249,197,294,294,301,316,316,8,145,8,8,294,89,294,294,294,8,17,346,197,145,326,226,294,294,155,8,197,279,279,320,197,197,197,286,89,197,89,89,8,8,294,249,89,89,294,320,294,294,249,289,8,249,249,197,294,294,286,8,8,294,8,294,89,8,8,8,339,294,249,145,252,294,17,23,17,17,294,320,249,17,249,294,249,294,294,145,17,294,294,294,294,8,8,145,197,226,286,226,283,249,8,17,8,249,249,294,294,226,320,320,294,294,294,249,8,8,249,294
10294883,13,13,13,13,13,188,13,334,334,334,334,334,334,13,334,126,78,126,334,13,26,78,78,26,237,237,13,334,334,334,334,78,155,155,154,78,154,154,334,334,135,334,134,135,135,134,78,275,13,334,334,26,134,134,134,26,26,26,334,334,26,13,26,26,13,26,174,41,135,135,13,13,13,13,13,13,127,127,13,78,13,334,94,142,142,26,134,134,135,78,94,78,135,78,334,78,275,78,78,135,13,189,13,126,127,13,237,334,334,27,26,26,78,2,78,78,334,45,334,334,334,78,135,174,237,2,188,174,334,334,329,78,237,306,306,240,237,237,237,94,45,237,45,45,78,78,334,13,45,45,334,240,334,334,13,26,78,13,13,237,334,334,94,78,78,334,78,334,45,78,78,78,275,334,13,2,286,334,135,7,135,135,334,240,13,135,13,334,13,334,334,2,135,334,334,334,334,78,78,2,237,312,94,312,26,13,78,135,78,13,13,334,334,174,240,240,334,334,334,13,78,78,13,334
10295475,78,78,78,78,78,176,78,274,274,274,274,274,274,78,274,269,324,269,274,78,45,324,324,45,271,271,78,274,274,274,274,324,112,112,113,324,113,113,274,274,324,274,323,324,324,323,324,70,78,274,274,140,323,323,323,126,126,126,274,274,45,78,45,45,78,45,80,173,324,324,78,78,78,78,78,78,270,270,78,324,78,274,44,137,137,45,323,323,324,324,44,324,324,324,274,324,70,324,324,324,78,152,78,269,270,78,271,274,274,139,45,45,324,219,324,324,274,329,274,274,274,324,324,80,271,219,176,217,274,274,6,324,271,118,118,59,271,271,271,44,329,271,329,329,324,324,274,78,329,329,274,59,274,274,78,142,324,78,78,271,274,274,44,324,324,274,324,274,329,324,324,324,70,274,78,219,305,274,324,298,324,324,274,59,78,324,78,274,78,274,274,219,324,274,274,274,274,324,324,219,271,24,44,24,122,78,324,324,324,78,78,274,274,217,59,59,274,274,274,78,324,324,78,274
10308522,181,181,181,181,181,313,181,275,275,275,275,275,275,181,275,2,1,2,275,181,255,1,1,255,319,319,181,275,275,275,275,1,3,3,2,1,2,2,275,275,3,275,2,3,3,2,1,184,181,275,275,249,2,2,2,252,252,252,275,275,255,181,255,255,181,255,319,284,3,3,181,181,181,181,181,181,3,3,181,1,181,275,304,2,2,255,2,2,3,1,304,1,3,1,275,1,184,1,1,3,181,3,181,2,3,181,319,275,275,261,255,255,1,135,1,1,275,104,275,275,275,1,3,319,319,135,313,163,275,275,83,1,319,296,296,231,319,319,319,304,104,319,104,104,1,1,275,181,104,104,275,231,275,275,181,264,1,181,181,319,275,275,304,1,1,275,1,275,104,1,1,1,184,275,181,135,307,275,3,5,3,3,275,231,181,3,181,275,181,275,275,135,3,275,275,275,275,1,1,135,319,157,304,157,237,181,1,3,1,181,181,275,275,163,231,231,275,275,275,181,1,1,181,275
10321190,188,188,188,188,188,231,188,118,118,118,118,118,118,188,118,162,105,162,118,188,266,105,105,266,270,270,188,118,118,118,118,105,199,199,198,105,198,198,118,118,180,118,181,180,180,181,105,335,188,118,118,256,181,181,181,260,260,260,118,118,266,188,266,266,188,266,287,238,180,180,188,188,188,188,188,188,163,163,188,105,188,118,125,182,182,266,181,181,180,105,125,105,180,105,118,105,335,105,105,180,188,234,188,162,163,188,270,118,118,200,266,266,105,40,105,105,118,5,118,118,118,105,180,287,270,40,231,294,118,118,280,105,270,335,335,341,270,270,270,125,5,270,5,5,105,105,118,188,5,5,118,341,118,118,188,274,105,188,188,270,118,118,125,105,105,118,105,118,5,105,105,105,335,118,188,40,159,118,180,103,180,180,118,341,188,180,188,118,188,118,118,40,180,118,118,118,118,105,105,40,270,341,125,341,254,188,105,180,105,188,188,118,118,294,341,341,118,118,118,188,105,105,188,118
10469531,65,65,65,65,65,21,65,167,167,167,167,167,167,65,167,287,262,287,167,65,29,262,262,29,253,253,65,167,167,167,167,262,184,184,185,262,185,185,167,167,240,167,239,240,240,239,262,173,65,167,167,118,239,239,239,108,108,108,167,167,29,65,29,29,65,29,308,149,240,240,65,65,65,65,65,65,286,286,65,262,65,167,55,283,283,29,239,239,240,262,55,262,240,262,167,262,173,262,262,240,65,236,65,287,286,65,253,167,167,117,29,29,262,118,262,262,167,83,167,167,167,262,240,308,253,118,21,239,167,167,21,262,253,188,188,104,253,253,253,55,83,253,83,83,262,262,167,65,83,83,167,104,167,167,65,122,262,65,65,253,167,167,55,262,262,167,262,167,83,262,262,262,173,167,65,118,215,167,240,205,240,240,167,104,65,240,65,167,65,167,167,118,240,167,167,167,167,262,262,118,253,15,55,15,110,65,262,240,262,65,65,167,167,239,104,104,167,167,167,65,262,262,65,167
10475737,79,79,79,79,79,229,79,81,81,81,81,81,81,79,81,188,129,188,81,79,138,129,129,138,272,272,79,81,81,81,81,129,231,231,230,129,230,230,81,81,144,81,145,144,144,145,129,322,79,81,81,142,145,145,145,128,128,128,81,81,138,79,138,138,79,138,244,175,144,144,79,79,79,79,79,79,187,187,79,129,79,81,45,216,216,138,145,145,144,129,45,129,144,129,81,129,322,129,129,144,79,267,79,188,187,79,272,81,81,140,138,138,129,44,129,129,81,22,81,81,81,129,144,244,272,44,229,298,81,81,344,129,272,298,298,232,272,272,272,45,22,272,22,22,129,129,81,79,22,22,81,232,81,81,79,144,129,79,79,272,81,81,45,129,129,81,129,81,22,129,129,129,322,81,79,44,119,81,144,115,144,144,81,232,79,144,79,81,79,81,81,44,144,81,81,81,81,129,129,44,272,346,45,346,124,79,129,144,129,79,79,81,81,298,232,232,81,81,81,79,129,129,79,81
11155941,70,70,70,70,70,159,70,73,73,73,73,73,73,70,73,25,33,25,73,70,126,33,33,126,60,60,70,73,73,73,73,33,67,67,66,33,66,66,73,73,65,73,64,65,65,64,33,95,70,73,73,123,64,64,64,116,116,116,73,73,126,70,126,126,70,126,118,158,65,65,70,70,70,70,70,70,24,24,70,33,70,73,342,62,62,126,64,64,65,33,342,33,65,33,73,33,95,33,33,65,70,37,70,25,24,70,60,73,73,125,126,126,33,69,33,33,73,100,73,73,73,33,65,118,60,69,159,12,73,73,166,33,60,121,121,248,60,60,60,342,100,60,100,100,33,33,73,70,100,100,73,248,73,73,70,117,33,70,70,60,73,73,342,33,33,73,33,73,100,33,33,33,95,73,70,69,94,73,65,86,65,65,73,248,70,65,70,73,70,73,73,69,65,73,73,73,73,33,33,69,60,137,342,137,25,70,33,65,33,70,70,73,73,12,248,248,73,73,73,70,33,33,70,73
11163861,113,113,113,113,113,305,113,101,101,101,101,101,101,113,101,0,0,0,101,113,182,0,0,182,132,132,113,101,101,101,101,0,1,1,0,0,0,0,101,101,1,101,0,1,1,0,0,261,113,101,101,155,0,0,0,172,172,172,101,101,182,113,182,182,113,182,278,214,1,1,113,113,113,113,113,113,1,1,113,0,113,101,259,0,0,182,0,0,1,0,259,0,1,0,101,0,261,0,0,1,113,0,113,0,1,113,132,101,101,174,182,182,0,15,0,0,101,59,101,101,101,0,1,278,132,15,305,25,101,101,323,0,132,233,233,222,132,132,132,259,59,132,59,59,0,0,101,113,59,59,101,222,101,101,113,196,0,113,113,132,101,101,259,0,0,101,0,101,59,0,0,0,261,101,113,15,139,101,1,2,1,1,101,222,113,1,113,101,113,101,101,15,1,101,101,101,101,0,0,15,132,197,259,197,45,113,0,1,0,113,113,101,101,25,222,222,101,101,101,113,0,0,113,101
11231939,34,34,34,34,34,155,34,44,44,44,44,44,44,34,44,5,77,5,44,34,68,77,77,68,121,121,34,44,44,44,44,77,153,153,152,77,152,152,44,44,84,44,85,84,84,85,77,177,34,44,44,66,85,85,85,56,56,56,44,44,68,34,68,68,34,68,55,83,84,84,34,34,34,34,34,34,4,4,34,77,34,44,312,140,140,68,85,85,84,77,312,77,84,77,44,77,177,77,77,84,34,7,34,5,4,34,121,44,44,67,68,68,77,77,77,77,44,190,44,44,44,77,84,55,121,77,155,2,44,44,295,77,121,215,215,340,121,121,121,312,190,121,190,190,77,77,44,34,190,190,44,340,44,44,34,66,77,34,34,121,44,44,312,77,77,44,77,44,190,77,77,77,177,44,34,77,73,44,84,120,84,84,44,340,34,84,34,44,34,44,44,77,84,44,44,44,44,77,77,77,121,200,312,200,5,34,77,84,77,34,34,44,44,2,340,340,44,44,44,34,77,77,34,44
11233873,317,317,317,317,317,28,317,48,48,48,48,48,48,317,48,252,203,252,48,317,97,203,203,97,280,280,317,48,48,48,48,203,100,100,101,203,101,101,48,48,90,48,91,90,90,91,203,88,317,48,48,51,91,91,91,332,332,332,48,48,97,317,97,97,317,97,327,130,90,90,317,317,317,317,317,317,251,251,317,203,317,48,33,171,171,97,91,91,90,203,33,203,90,203,48,203,88,203,203,90,317,140,317,252,251,317,280,48,48,90,97,97,203,312,203,203,48,94,48,48,48,203,90,327,280,312,28,268,48,48,57,203,280,104,104,52,280,280,280,33,94,280,94,94,203,203,48,317,94,94,48,52,48,48,317,323,203,317,317,280,48,48,33,203,203,48,203,48,94,203,203,203,88,48,317,312,79,48,90,129,90,90,48,52,317,90,317,48,317,48,48,312,90,48,48,48,48,203,203,312,280,55,33,55,307,317,203,90,203,317,317,48,48,268,52,52,48,48,48,317,203,203,317,48
